,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
H,-0.0439111233382668,0.036187275356708244,-0.013561953092703383,-0.05272375209700059,0.07262981877268922,0.12589743704845996,0.05145548096597483,-0.20331359108388888,-0.03112084745060576,0.2631513749161106,-0.08262735864842226,0.022318521145390506,0.007220504199817186,-0.3955243885207855,-0.2844192709119864,-0.09255652984336916,0.12343620678251659,0.06369897743007957,0.11268230177224267,-0.06085966668633958,0.07007037105611724,-0.017449640953350696,0.023039482470024145,0.043065757264516884,0.07432244428639136,0.0432482894842674,0.13062309431683283,-0.03856216841415424,-0.1261796062591546,-0.00522004719083673,0.012004866633779233,0.06496688177418455,-0.01323296473967421,-0.05921142552364157,0.07632519615030564,0.03558878921280918,-0.043453885346540946,-0.05024372055648417,-0.058915217616245595,-0.0024240700402785496,0.013655835297699183,0.01044498075973986,-0.03702537869933974,0.1467396926958151,-0.018530284385649756,0.14322378736724636,0.05037177168064692,-0.02555703139800119,-0.12095480369822288,0.03833879144515413,0.011129616574409687,0.0947375839787827,0.12829458156797585,0.15563833285075088,-0.024072706006036736,-0.18000721977506523,0.048260625353825325,0.3005452323291716,-0.06822205627887164,-0.0011706645978577673,-0.02873882135150982,-0.05034028751212013,0.18707880938535015,0.15441676425065914,0.1182172154004752,-0.13275703151250204,0.2539274225140312,0.26456439118226216,-0.013600231721913941,-0.05512974978696542,0.08572961564640998,0.08599538919192293,0.06658397780565778,-0.0024000893283140715,-0.01617421918500992,0.0024047064981543615,0.051042164891287774
Li,-0.05536737263356245,0.023162108426011713,0.008874695139028714,0.0063903523947141105,-0.08378377607465745,0.18873297557400845,0.012649713310488378,-0.06463275224524007,-0.045312411703430616,0.24387514541511046,0.03695105137040654,-0.1369919654129764,-0.16745755011800276,-0.008220372122216268,-0.013253194686628,0.2455093259298522,-0.05629240593108805,-0.07997713526173372,0.060559994349784055,-0.06752822279991602,0.009352797298992025,0.13109383060485252,0.042196454470665404,-0.006007966883111418,0.03738984842988374,0.2417520367260985,-0.1098500098911781,-0.025675527824771335,0.1752095600598565,0.0355447568179566,0.02835382322701721,-0.07126663978998549,0.18909393587664056,-0.0654985858206142,0.02813170129844805,0.13596804645715577,-0.08683896318677568,0.07970163254544316,-0.07358879907166514,-0.045741404386888895,-0.04381381675348472,-0.2677030001498434,-0.06221294245346368,-0.1318009791908712,0.14021512173163353,-0.05297991909834249,-0.0510586335755549,0.15710336558415222,0.1883879349051474,-0.15209663096751802,-0.036503056892657024,0.153122780282951,-0.0330389480967583,-0.16513615349939376,0.07231095539708816,0.3623093776760227,-0.005912738266853682,-0.021583806344425693,-0.15382923613534916,-0.12151017184383553,-0.01694730269654978,-0.12308167654940677,0.10073274725534728,0.14359338850076356,-0.19260052086265775,-0.028172808687607576,0.11580160767113765,0.06187663890090511,0.047941145314769895,0.002371671575309875,-0.031352890358146424,0.0796358897842877,0.04804118770792212,0.04508045413352202,-0.02510876120017823,0.024035562453188157,0.05272360095880568
Be,-0.026828133674740684,-0.017659503391266346,-0.010754337839850067,-0.014979228512435092,-0.014805937658192936,-0.014124821233616532,-0.011737695907245993,0.02354431629086185,-0.028594902602758793,-0.013627257852623795,0.022458590054022544,0.03445691530949519,0.008953444255365562,-0.025177280432915283,0.03578834201398526,-0.06669199955065125,-0.0042452141754283565,-0.007663480274577111,0.039214839756924906,0.013418339965575229,-0.07018607699308953,-0.002518210526985915,-0.03440104109890726,0.09153206553776388,-0.16928910782343085,0.10974328093836194,-0.01450711108505398,-0.03346651124625099,0.16203832016889008,-0.11049846283115897,-0.15869863261630213,-0.09880048534829244,0.056327687122698845,-0.5609297148429042,0.36939030107927173,-0.0745724354882457,0.11469585732154548,0.16443248165038782,0.3164752424397122,-0.24366780183544015,-0.30166423369771095,0.23425943627043883,0.13796371062372942,0.045508665531568154,0.015370919372629641,0.10843602480347123,0.017776679671058893,-0.046713853426827406,0.05291022414152508,-0.012966745786060826,0.011533163460156926,0.0267256563150146,-0.010443434721511588,0.018237342455502323,0.0015310527367654427,-0.019790169309465123,-0.02521904573335855,-0.010230239200324977,0.004111827604788181,0.017029566478845896,0.0008709056453051957,-0.03415949180423543,-0.024661765014681244,0.017434301774695137,-0.007307703058460811,0.01781858382327095,-0.00538934498981905,-0.004417690779243116,-0.00036377272921056004,0.0043429674948448835,0.00041639000076125476,0.01443313815447475,0.013214047272036927,0.010438373716063595,-0.0011453908035055707,0.005782820662847301,0.0829243483212771
B,-0.16826742437820735,-0.2902535571543871,0.33410510586950354,0.3399244635238457,0.06567548252416966,0.011371464642440127,-0.0019599188768570502,0.021471568155206983,-0.17314524819334687,-0.009089880598392691,-0.037787667887529554,-0.024127906860945972,-0.21302865998124482,0.0005246867086958068,0.02546457916001706,0.058650205083848786,0.043660917057831705,0.03404532753577247,0.026080606125478016,-0.03231879503268222,-0.011178583257192249,-0.06414977014732251,-0.052877053790169506,-0.039459399193341085,-0.018964513376866013,0.008060186532906105,0.015538045653513383,0.031085559007272168,-0.028721105713299402,0.034144242574713095,0.013802764997745897,-0.027545589745871256,-0.06182961276638599,-0.027249631143977236,-0.0019925313516904186,0.007684650150156652,-0.0018050991400784255,-0.006072581939911198,0.007576657788280837,0.013867317389211516,0.02115909543112065,-0.020049338563464934,-0.03938663695293476,0.0394408736517643,-0.006190040952152309,0.011081340767983464,0.012186421672386344,0.001519463830411509,-0.05421176019234915,0.00885831447297018,0.010084769206543592,0.037468551831927356,-0.021173872361904163,-0.004314206796079065,-0.002153377657445504,-0.014068801529006428,0.006991452871721499,0.0008051574965185215,-0.01973155121316196,0.04306734704294743,-0.013713978225923608,0.005950921483649254,0.004243832739020736,-0.013825561278448202,0.02635974325714687,0.13002799088678071,-0.07171578781565613,0.018897949523858107,-0.023859598411465215,-0.07821178481391083,-0.044539842441650004,0.23966223141814905,-0.10160996141846637,-0.6319080399488605,-0.0005435348986388561,-0.03782536534802791,0.19616246799108816
C,-0.10741486701851169,-0.1216643826881395,0.13759302062881063,0.05797033125769563,-0.10789242975134733,0.009371572226326341,0.18046936305848307,-0.08475638078885775,0.3291703602656904,0.0702621606915241,0.08402006884507074,0.21814940145951006,0.18119920746529788,0.09464490950540186,-0.07138397777453398,-0.1702802051949521,0.0130439390974635,-0.036363530354046325,0.020228196338037782,-0.09771902892147244,0.06461806710338977,0.14761063000022717,-0.03818777020271905,-0.024104664263717733,-0.03946757444389365,-0.12524411525480486,0.0575564787378208,-0.13279431787862261,-0.01890509324674315,-0.00745415894282842,-0.07366886350725033,-0.04134395199210369,0.02452918908772296,0.07698950122170581,-0.003651736394268898,-0.06438549946779529,-0.030915848675536813,-0.009795741167136478,0.024265655493104808,0.09985366440715168,-0.03256753676751119,-0.032858038972401866,0.1125930213721959,-0.041216249398675964,-0.0031709293109668333,0.0702720713667252,0.06229633765260159,-0.04823023050235523,0.15943910524421584,-0.2659886536066291,0.0005140525772099635,-0.027625373179880095,0.018925847767384943,-0.1680351452228524,-0.25866784790192665,-0.024562281377182027,-0.05512472788042761,0.18017416882865356,-0.07778351646837907,-0.09847969549591334,-0.028790891750730727,-0.01743009757974849,0.09236102751749914,0.0582723755831323,-0.12035071428810248,0.2038802678136993,-0.024689529363316864,-0.18496827641235553,0.10335190827673334,-0.18039448018023005,0.27375517941169036,-0.14247143946500812,-0.007096068981293641,-0.016588441515590493,0.00696097272286772,-0.017516831292487323,0.18311740316446412
N,-0.07101106266806367,-0.028855909094995358,-0.07644441665030838,-0.06566895127059218,-0.2539907745884997,0.36299585644394183,0.21384607864413485,0.05838701845858901,-0.12207055384230371,-0.08784130145418217,0.01900655496282507,-0.17979354110975754,0.03186936742984815,0.15548303357068483,-0.019495788664633473,0.05075288295392641,-0.0380396980588035,-0.03249882687883347,-0.1274783197632202,-0.13935682074655098,0.06305621903626712,-0.03576840727999133,-0.018337227656376603,0.04091436639815646,0.022377479385179762,0.029703010898005294,0.0003297455173848357,-0.03907025572281786,0.03936200443848469,-0.005905509744530289,-0.019077732375540078,0.02161950858183803,0.017089647333669765,0.04640079696131331,-0.004860024941591372,-0.025044163084318245,0.008537902341391242,-0.04860901045996919,0.07269226128007053,0.028992800793252702,0.06379321354961046,0.06765396780777358,-0.003760079216699602,0.10870128307583993,-0.01887866924039532,0.07060324377728111,-0.011603512668322664,0.030234582150215912,-0.09732876709087022,-0.02151769738442872,-0.06792193711652508,-0.014272028366193734,-0.12913740844206237,0.11078993404607712,0.08989493121640534,-0.13018332508839195,-0.012934247349796469,0.014582323535522523,0.02767863397606723,0.09692856962514146,-0.19604679364921118,0.15925613334562974,-0.25205068872800257,0.2558829871556066,0.11912592896705783,0.12459044542315287,0.33561873370324213,-0.23613019963046178,0.28218672342191065,0.03414679863155222,-0.05663700009953826,0.05872043244287345,-0.05064161978308479,0.015284391770032565,-0.0009884044440541667,0.0003060931960271228,0.07331425750223702
O,0.45736189955003387,0.017638301232842435,0.04687249400452417,-0.023079373873619524,0.029503469176102193,-0.0612643259362578,0.05575199149281748,0.036118717246611504,-0.12670068299359696,0.047384056968878555,0.12772800396079503,-0.03539975937477497,0.05274326478415558,0.03946637426917096,-0.16600624616142984,0.016807586852894005,0.09514301273535018,-0.0372910799306107,0.018434183408299436,-0.07083332572957665,-0.03462374627869189,-0.03957578385357972,-0.041042502519592544,0.04992701483249302,0.038201555768037264,0.031149138419650148,0.009681292154987663,-0.00228968414584242,0.018268444297436806,-0.008716906885525693,-0.0078008691743636956,-0.017179914454079827,-0.015582340054092366,0.010114016521571994,0.007072263628943351,0.021562557207525136,-0.004110351857880877,-0.026961412615100832,-0.01674371768128673,0.0430805821404806,-0.0034472259426726708,-0.006024125959964001,-0.030090644730564352,0.02695908230668705,0.06007423044237459,0.06521499718606952,-0.018667415128567438,-0.023157284657336463,-0.057638600281791574,-0.014901832748306093,-0.03207260581859948,0.01343873386923563,0.09065668771915303,0.001226909827781425,0.015068912141089748,0.09112411866113672,-0.04545290428046771,-0.011044167614425282,-0.023583297417769745,0.05738779042076783,0.052350767324940345,0.031557987842698886,0.0449891241006124,-0.0023558607117667163,-0.01744914178368756,0.08825673532277797,-0.03185501270310031,0.09423462079939803,-0.026495375255824738,0.2147333975929877,-0.02903675745011411,-0.19387554933512285,-0.5763233527077157,0.06875123128012468,-0.0010339503969029606,0.016854721659867032,0.4436132045374753
F,-0.019115859674755504,0.14244092576608766,-0.08244139837736966,0.14444297014888896,0.09879055803717243,-0.17196748554467947,0.24571398693723415,0.10832073471758061,-0.04958928935824798,0.17213562697494084,-0.24079532893259495,-0.19348744945749036,0.06835816627270501,0.0660324480786962,0.16922412466145714,-0.02941077833589925,0.07921103149929284,-0.03880167750075233,-0.10579929609164654,-0.006063379482017767,-0.051597239531381636,0.2143320360204134,-0.005145271283648747,0.0036394032788206326,-0.08107208075256536,0.01777305224921182,-0.030448413658009238,0.03434937031560927,-0.11253351814759785,-0.022660985595473363,0.002144680968248245,0.00924697787557651,0.013537080928497406,0.03434382539475801,0.008148140609924616,-0.06415048623494624,0.024081383276793523,0.005629262083804529,0.044927545052823294,0.04958555941959583,-0.017686332880071758,-0.014738912000398093,0.05587521606980562,0.08520426032565681,-0.023387319914860816,-0.007799184802426695,0.0011399967530160218,0.03325720632829088,0.057391631843924706,0.12300585107439443,0.17983055734775064,0.021934360653358187,-0.1902722688371739,0.05828201736767266,0.004440427133541525,-0.06429872093590328,0.12029060391153891,0.09124797181552002,0.13931803653077615,-0.3473297347871334,-0.004685263291894156,-0.044020056312420314,0.1509236662750472,0.013263000523325047,-0.048897604596772185,0.39447826054593665,0.17378546434028555,0.07785785716460983,-0.16073261755240323,0.15394267922678914,-0.1520291527218765,-0.0809000011959734,0.049848616853428895,-0.002395147220864473,0.011210989962045115,-0.03692560892583046,0.0288383263634015
Na,-0.054163090668781194,0.14899529410415369,0.06296048697238743,0.01257061030772022,-0.04667205782530455,0.188288679160456,0.038149080537632565,-0.03853036209993854,-0.008901819254530492,0.03975330923965184,-0.07339440185074296,-0.04460497655818461,0.010352089196087353,-0.11965870588104818,-0.1026253080028359,-0.24572245796637643,0.026438965539450437,-0.030113086980439442,0.09688460814480641,0.005749862559926364,0.06228303034762865,-0.18433624780515495,0.060057962473615854,-0.12027699160965823,0.03629208568037281,-0.11196005710529104,0.18023163908575124,-0.08017789313179519,-0.1875670435372264,0.06271537880700462,-0.1342962755072208,0.1841031174067652,-0.27480744057513823,-0.03955456592587095,0.205961748121457,-0.03610312726297238,0.10846396240424987,0.09984876151447927,-0.06356498601720509,0.045215436669905434,0.09884654427290471,0.11149205834580782,-0.06431786849868011,-0.10721164567072725,0.08260225207435008,-0.05890586260832479,-0.08868104220546869,-0.007400003892837391,-0.02922247693884356,-0.1028095956900357,0.010289970564999869,-0.025181594226722302,-0.009370394830766918,-0.09843500304764333,0.11237335320974579,0.3431205602688719,-0.20781785296331912,-0.16768464279766573,0.3051182220094064,-0.11664157845624033,0.05171385927704489,0.029036251997853348,0.09733837326836697,-0.10421824599937805,-0.08356230496388722,0.07826366138880747,0.011600461668489867,-0.10030734851988182,0.09803933952117032,0.06856354375054274,-0.13227655749972422,0.07174648228031165,0.049999943956659076,0.009407968972769711,-0.010104477457709926,0.04830387722565232,0.0302639279566772
Mg,-0.12147348464930338,-0.2187226749002386,0.2668928040126088,0.3241159878736848,0.044028338173694975,0.0161046692098743,0.004680249125718419,0.025028007545109823,-0.3043874414924775,-0.02218154270877104,-0.08467219165775541,0.08596237965574327,-0.3641322253198277,0.03463940815400818,0.005724750498853674,0.005131155093597512,0.09725150094924348,-0.0010833176567818167,0.06812602601175782,-0.029837828619371093,-0.011465834556101034,-0.057093154479137466,-0.031769133088367735,0.0564313162712678,-0.054676574023071384,-0.09364523174193795,0.02132030106951452,0.05993000895981515,-0.03839461590871575,0.01446271931971366,-0.02516532735888567,-0.009069495836457796,-0.028410774639134908,-0.008312350447483519,-0.08087726053514765,-0.01987089060850903,0.02109754748073072,-0.02401582062633001,0.047466944906889214,-0.0006374110777033651,0.025067784254786157,-0.018149221313146023,0.0013408965223786207,0.02489122098797006,0.006605710714614941,0.01861560324164968,0.021853145133273078,-0.012747730345750042,-0.024078167733988007,-0.008386282299404215,0.010689193434670868,0.007121902325086818,0.0031811753985920635,0.0447624223491152,-0.00733277792666238,-0.04314180263391548,-0.006579550231859698,0.0023064801643323737,0.01600603634753482,0.027645506653782365,0.000529247001252852,0.03154134014789545,0.007238774126008568,-0.07021669646623663,-0.10298933394564395,-0.018878413965072977,0.06723607220747654,-0.02958906125003224,0.03506663586504145,0.027406496149013183,0.1100101291768707,-0.1782059932463261,0.13147339213794465,0.6025619680636543,-0.007684193269771766,0.043404025206949706,0.07710664976610443
